"Date","Price","Open","High","Low","Vol.","Change %"
"09/24/2021","1,763.85","1,758.00","1,788.00","1,752.45","8.28M","1.22%"
"09/23/2021","1,742.55","1,732.00","1,745.00","1,721.10","3.83M","1.49%"
"09/22/2021","1,716.90","1,717.00","1,738.90","1,713.05","4.55M","-0.09%"
"09/21/2021","1,718.45","1,700.00","1,726.75","1,684.65","4.67M","1.81%"
"09/20/2021","1,687.85","1,685.00","1,707.70","1,677.95","5.66M","-0.20%"
"09/17/2021","1,691.30","1,697.00","1,718.00","1,684.45","7.45M","-0.64%"
"09/16/2021","1,702.25","1,715.20","1,719.25","1,691.45","3.25M","-0.54%"
"09/15/2021","1,711.45","1,693.25","1,715.10","1,690.20","4.06M","1.50%"
"09/14/2021","1,686.15","1,695.95","1,695.95","1,678.60","4.95M","-0.34%"
"09/13/2021","1,691.90","1,683.00","1,701.50","1,675.20","4.66M","0.02%"
"09/09/2021","1,691.60","1,685.90","1,694.90","1,682.15","3.33M","-0.10%"
"09/08/2021","1,693.25","1,700.85","1,700.85","1,682.95","4.58M","-0.79%"
"09/07/2021","1,706.65","1,730.00","1,734.90","1,704.00","3.52M","-1.37%"
"09/06/2021","1,730.40","1,705.15","1,732.00","1,699.35","4.88M","1.75%"
"09/03/2021","1,700.65","1,696.05","1,705.95","1,684.40","5.34M","0.68%"
"09/02/2021","1,689.10","1,677.35","1,694.30","1,662.65","6.83M","0.68%"
"09/01/2021","1,677.75","1,709.50","1,709.50","1,673.15","7.80M","-1.68%"
"08/31/2021","1,706.45","1,700.15","1,715.00","1,685.85","12.26M","0.49%"
"08/30/2021","1,698.05","1,703.05","1,718.65","1,690.40","6.56M","-0.63%"
"08/27/2021","1,708.80","1,725.00","1,727.70","1,705.20","6.70M","-1.09%"
"08/26/2021","1,727.70","1,734.00","1,746.00","1,720.00","5.30M","-0.45%"
"08/25/2021","1,735.55","1,718.00","1,746.90","1,718.00","6.15M","0.85%"
"08/24/2021","1,720.85","1,750.00","1,757.00","1,712.70","7.60M","-1.03%"
"08/23/2021","1,738.75","1,735.75","1,753.15","1,732.00","6.19M","0.33%"
"08/20/2021","1,732.95","1,716.10","1,745.00","1,716.10","6.21M","-0.03%"
"08/18/2021","1,733.45","1,729.00","1,755.50","1,727.00","6.69M","-0.47%"
"08/17/2021","1,741.65","1,703.90","1,748.90","1,686.55","9.51M","2.19%"
"08/16/2021","1,704.40","1,707.70","1,719.95","1,690.10","4.56M","-0.46%"
"08/13/2021","1,712.20","1,697.00","1,722.50","1,691.30","5.61M","1.34%"
"08/12/2021","1,689.60","1,679.15","1,696.50","1,674.00","5.66M","0.72%"
"08/11/2021","1,677.55","1,674.80","1,684.00","1,668.00","4.90M","0.02%"
"08/10/2021","1,677.25","1,668.00","1,680.00","1,661.05","6.85M","0.84%"
"08/09/2021","1,663.30","1,661.00","1,667.45","1,646.40","5.02M","0.79%"
"08/06/2021","1,650.20","1,657.00","1,660.65","1,644.00","3.75M","-0.20%"
"08/05/2021","1,653.55","1,649.50","1,666.00","1,647.05","5.42M","0.26%"
"08/04/2021","1,649.25","1,669.10","1,679.90","1,639.05","6.74M","-0.36%"
"08/03/2021","1,655.20","1,647.00","1,658.65","1,635.60","5.51M","1.45%"
"08/02/2021","1,631.55","1,627.45","1,634.75","1,619.20","5.55M","1.31%"
"07/30/2021","1,610.50","1,610.00","1,623.40","1,606.15","6.23M","-0.40%"
"07/29/2021","1,617.00","1,600.10","1,620.00","1,600.10","4.66M","0.71%"
"07/28/2021","1,605.60","1,605.10","1,607.60","1,585.50","4.69M","0.19%"
"07/27/2021","1,602.55","1,605.00","1,609.30","1,597.90","5.89M","-0.08%"
"07/26/2021","1,603.90","1,594.10","1,611.65","1,594.10","4.59M","0.85%"
"07/23/2021","1,590.45","1,588.55","1,598.50","1,585.05","4.18M","0.02%"
"07/22/2021","1,590.20","1,561.40","1,592.85","1,561.40","7.85M","2.59%"
"07/20/2021","1,550.05","1,538.30","1,557.70","1,538.00","5.07M","0.54%"
"07/19/2021","1,541.70","1,544.70","1,552.90","1,537.55","5.67M","-0.88%"
"07/16/2021","1,555.45","1,573.75","1,574.65","1,549.60","6.27M","-1.60%"
"07/15/2021","1,580.80","1,557.90","1,596.85","1,556.00","10.02M","0.25%"
"07/14/2021","1,576.90","1,554.00","1,582.80","1,538.10","5.66M","2.07%"
"07/13/2021","1,544.95","1,556.40","1,556.40","1,536.30","4.46M","-0.19%"
"07/12/2021","1,547.85","1,570.55","1,578.00","1,533.75","4.59M","-0.96%"
"07/09/2021","1,562.90","1,556.00","1,569.90","1,551.00","3.44M","0.14%"
"07/08/2021","1,560.75","1,568.00","1,576.00","1,549.00","3.33M","-0.25%"
"07/07/2021","1,564.60","1,566.05","1,570.55","1,544.65","4.80M","0.15%"
"07/06/2021","1,562.20","1,573.70","1,586.75","1,557.10","4.09M","-1.06%"
"07/05/2021","1,578.95","1,569.15","1,585.00","1,561.05","4.06M","0.71%"
"07/02/2021","1,567.80","1,558.95","1,569.45","1,542.60","5.17M","0.47%"
"07/01/2021","1,560.40","1,576.85","1,576.85","1,559.05","4.81M","-1.29%"
"06/30/2021","1,580.80","1,572.05","1,591.00","1,572.05","6.06M","1.14%"
"06/29/2021","1,563.05","1,561.00","1,573.65","1,559.20","5.91M","-0.56%"
"06/28/2021","1,571.80","1,572.90","1,580.15","1,560.60","5.02M","-0.15%"
"06/25/2021","1,574.20","1,572.00","1,578.00","1,543.00","9.78M","0.96%"
"06/24/2021","1,559.20","1,517.00","1,568.75","1,511.20","10.79M","3.73%"
"06/23/2021","1,503.15","1,525.00","1,525.00","1,498.65","5.53M","-0.58%"
"06/22/2021","1,511.85","1,509.70","1,521.45","1,502.10","6.43M","0.77%"
"06/21/2021","1,500.30","1,493.00","1,505.80","1,484.20","5.45M","-0.20%"
"06/18/2021","1,503.30","1,509.00","1,515.80","1,487.40","13.53M","0.54%"
"06/17/2021","1,495.30","1,475.10","1,502.65","1,475.10","7.68M","0.99%"
"06/16/2021","1,480.60","1,472.70","1,489.45","1,467.50","7.66M","0.45%"
"06/15/2021","1,473.90","1,464.00","1,476.00","1,463.00","5.40M","0.83%"
"06/14/2021","1,461.80","1,471.00","1,477.00","1,453.45","7.13M","1.03%"
"06/11/2021","1,446.90","1,430.10","1,451.60","1,429.45","6.14M","1.59%"
"06/10/2021","1,424.30","1,424.00","1,429.00","1,419.00","3.50M","0.64%"
"06/09/2021","1,415.30","1,413.40","1,425.00","1,404.60","5.39M","0.17%"
"06/08/2021","1,412.95","1,396.00","1,421.75","1,395.55","7.36M","1.68%"
"06/07/2021","1,389.65","1,391.00","1,392.00","1,377.30","5.15M","0.29%"
"06/04/2021","1,385.65","1,393.95","1,396.90","1,377.65","4.19M","-0.29%"
"06/03/2021","1,389.65","1,388.10","1,399.00","1,377.05","5.12M","0.80%"
"06/02/2021","1,378.65","1,380.75","1,391.95","1,365.00","9.27M","-0.62%"
"06/01/2021","1,387.20","1,400.00","1,401.00","1,378.65","4.79M","-0.47%"
"05/31/2021","1,393.75","1,401.50","1,401.50","1,383.00","4.43M","-0.80%"
"05/28/2021","1,405.05","1,409.75","1,414.00","1,396.10","4.26M","0.20%"
"05/27/2021","1,402.25","1,404.20","1,416.25","1,391.70","15.37M","0.36%"
"05/26/2021","1,397.25","1,367.90","1,400.00","1,362.05","6.85M","2.62%"
"05/25/2021","1,361.60","1,358.00","1,368.00","1,354.45","4.10M","1.01%"
"05/24/2021","1,348.05","1,356.65","1,363.00","1,345.10","4.23M","-0.48%"
"05/21/2021","1,354.50","1,347.50","1,357.50","1,346.35","4.97M","1.13%"
"05/20/2021","1,339.30","1,348.40","1,349.10","1,335.00","4.49M","0.17%"
"05/19/2021","1,337.00","1,342.00","1,357.45","1,333.25","4.44M","-0.22%"
"05/18/2021","1,340.00","1,338.00","1,344.60","1,329.50","5.62M","0.80%"
"05/17/2021","1,329.40","1,320.30","1,334.95","1,320.30","5.02M","0.99%"
"05/14/2021","1,316.40","1,326.85","1,326.85","1,311.30","4.82M","-0.80%"
"05/12/2021","1,327.00","1,330.00","1,330.00","1,314.50","5.24M","-0.27%"
"05/11/2021","1,330.65","1,336.90","1,341.00","1,325.10","6.42M","-0.66%"
"05/10/2021","1,339.55","1,349.85","1,352.90","1,335.05","7.20M","-0.96%"
"05/07/2021","1,352.55","1,365.30","1,373.05","1,348.50","4.99M","-0.66%"
"05/06/2021","1,361.60","1,345.00","1,364.70","1,337.40","4.81M","1.50%"
"05/05/2021","1,341.50","1,341.10","1,343.90","1,327.80","3.94M","0.91%"
"05/04/2021","1,329.40","1,354.00","1,354.95","1,324.10","4.89M","-1.68%"
"05/03/2021","1,352.05","1,340.80","1,361.00","1,338.00","4.56M","-0.17%"
"04/30/2021","1,354.35","1,346.30","1,373.90","1,345.90","8.35M","-0.15%"
"04/29/2021","1,356.35","1,368.00","1,369.00","1,351.40","5.41M","0.03%"
"04/28/2021","1,356.00","1,358.00","1,359.50","1,344.60","4.88M","0.56%"
"04/27/2021","1,348.50","1,346.00","1,353.00","1,340.15","3.64M","0.37%"
"04/26/2021","1,343.55","1,332.25","1,351.30","1,321.00","7.09M","0.73%"
"04/23/2021","1,333.80","1,343.00","1,348.40","1,331.00","7.32M","-1.28%"
"04/22/2021","1,351.10","1,355.55","1,364.80","1,345.15","6.62M","-0.02%"
"04/20/2021","1,351.35","1,379.00","1,379.00","1,342.40","8.56M","-0.82%"
"04/19/2021","1,362.55","1,340.00","1,379.70","1,332.35","12.51M","0.65%"
"04/16/2021","1,353.75","1,365.00","1,370.85","1,346.60","10.88M","-0.51%"
"04/15/2021","1,360.75","1,332.30","1,366.40","1,320.00","25.34M","-2.61%"
"04/13/2021","1,397.15","1,433.00","1,435.25","1,375.00","14.86M","-2.01%"
"04/12/2021","1,425.75","1,474.00","1,477.55","1,415.00","20.38M","-1.06%"
"04/09/2021","1,441.05","1,455.00","1,455.00","1,430.05","6.05M","0.08%"
"04/08/2021","1,439.85","1,430.00","1,451.70","1,421.00","5.65M","0.67%"
"04/07/2021","1,430.20","1,410.25","1,434.95","1,406.60","5.88M","1.36%"
"04/06/2021","1,411.05","1,423.00","1,426.00","1,406.45","5.79M","0.08%"
"04/05/2021","1,409.90","1,391.00","1,425.00","1,387.00","9.48M","1.78%"
"04/01/2021","1,385.20","1,380.00","1,391.60","1,371.00","5.68M","1.25%"
"03/31/2021","1,368.05","1,382.00","1,388.00","1,363.30","8.22M","-1.25%"
"03/30/2021","1,385.30","1,346.90","1,400.00","1,336.15","10.55M","3.67%"
"03/26/2021","1,336.20","1,344.70","1,356.70","1,332.00","4.92M","0.18%"
"03/25/2021","1,333.80","1,346.75","1,352.50","1,327.60","8.75M","-1.47%"
"03/24/2021","1,353.75","1,357.85","1,370.45","1,346.25","6.13M","-1.30%"
"03/23/2021","1,371.55","1,372.45","1,383.25","1,359.60","7.17M","0.05%"
"03/22/2021","1,370.80","1,350.10","1,376.00","1,336.10","4.86M","1.96%"
"03/19/2021","1,344.45","1,330.00","1,355.20","1,318.00","12.77M","0.55%"
"03/18/2021","1,337.10","1,393.75","1,393.75","1,313.50","10.96M","-3.60%"
"03/17/2021","1,387.00","1,392.25","1,400.00","1,382.00","7.63M","0.22%"
"03/16/2021","1,384.00","1,386.05","1,406.00","1,380.50","9.35M","0.76%"
"03/15/2021","1,373.60","1,370.00","1,379.90","1,358.50","6.66M","-0.09%"
"03/12/2021","1,374.85","1,373.00","1,391.70","1,370.05","9.46M","0.49%"
"03/10/2021","1,368.15","1,356.90","1,374.00","1,355.00","7.93M","1.68%"
"03/09/2021","1,345.55","1,329.50","1,350.45","1,318.75","6.52M","0.73%"
"03/08/2021","1,335.75","1,324.80","1,346.10","1,317.20","5.12M","1.45%"
"03/05/2021","1,316.70","1,328.50","1,340.00","1,305.05","6.49M","-1.03%"
"03/04/2021","1,330.35","1,335.00","1,363.85","1,325.90","12.04M","-0.98%"
"03/03/2021","1,343.55","1,319.20","1,347.00","1,308.00","9.06M","2.99%"
"03/02/2021","1,304.50","1,282.25","1,310.00","1,279.20","10.46M","2.96%"
"03/01/2021","1,267.00","1,263.30","1,284.50","1,259.00","5.76M","1.09%"
"02/26/2021","1,253.30","1,269.00","1,274.30","1,244.75","15.13M","-1.67%"
"02/25/2021","1,274.55","1,288.45","1,299.75","1,272.00","8.79M","0.02%"
"02/24/2021","1,274.30","1,260.05","1,276.60","1,252.00","4.54M","0.63%"
"02/23/2021","1,266.35","1,271.15","1,291.00","1,257.55","6.61M","0.09%"
"02/22/2021","1,265.20","1,295.00","1,308.55","1,260.00","7.37M","-2.02%"
"02/19/2021","1,291.30","1,296.10","1,299.50","1,276.80","5.39M","-0.09%"
"02/18/2021","1,292.45","1,276.00","1,306.00","1,275.00","6.44M","0.87%"
"02/17/2021","1,281.30","1,290.40","1,294.50","1,275.00","4.58M","-0.71%"
"02/16/2021","1,290.40","1,314.00","1,319.75","1,286.00","6.90M","-1.47%"
"02/15/2021","1,309.65","1,320.00","1,328.40","1,307.10","4.36M","-0.01%"
"02/12/2021","1,309.80","1,305.00","1,323.75","1,301.55","5.80M","1.33%"
"02/11/2021","1,292.65","1,289.00","1,296.00","1,283.05","4.67M","-0.30%"
"02/10/2021","1,296.50","1,295.80","1,304.35","1,283.60","5.95M","-0.69%"
"02/09/2021","1,305.55","1,306.90","1,332.00","1,297.85","7.97M","0.15%"
"02/08/2021","1,303.55","1,285.50","1,310.00","1,275.50","6.92M","2.47%"
"02/05/2021","1,272.10","1,286.40","1,288.75","1,262.00","5.48M","-0.57%"
"02/04/2021","1,279.35","1,285.00","1,293.40","1,272.05","5.03M","-0.41%"
"02/03/2021","1,284.65","1,277.65","1,304.00","1,273.00","8.18M","1.05%"
"02/02/2021","1,271.25","1,280.00","1,294.40","1,263.60","6.89M","0.82%"
"02/01/2021","1,260.90","1,250.55","1,277.95","1,241.00","8.88M","1.76%"
"01/29/2021","1,239.05","1,286.25","1,291.15","1,231.00","12.18M","-2.91%"
"01/28/2021","1,276.20","1,291.80","1,296.45","1,272.55","4.66M","-1.91%"
"01/27/2021","1,301.00","1,319.60","1,327.55","1,285.10","8.13M","-1.82%"
"01/25/2021","1,325.10","1,345.00","1,347.90","1,313.00","6.54M","-1.17%"
"01/22/2021","1,340.85","1,327.00","1,356.00","1,326.55","9.65M","0.09%"
"01/21/2021","1,339.70","1,350.00","1,361.05","1,335.00","6.14M","0.02%"
"01/20/2021","1,339.45","1,320.55","1,348.40","1,320.55","8.23M","1.73%"
"01/19/2021","1,316.65","1,320.00","1,331.00","1,312.00","5.59M","0.35%"
"01/18/2021","1,312.05","1,338.00","1,340.00","1,306.00","8.86M","-2.45%"
"01/15/2021","1,344.95","1,360.00","1,364.45","1,340.00","15.02M","-1.86%"
"01/14/2021","1,370.50","1,360.00","1,384.00","1,318.45","27.52M","-1.20%"
"01/13/2021","1,387.15","1,373.85","1,392.80","1,360.00","14.44M","1.12%"
"01/12/2021","1,371.75","1,378.00","1,378.00","1,360.00","8.31M","-0.32%"
"01/11/2021","1,376.20","1,342.10","1,383.35","1,340.00","20.53M","4.89%"
"01/08/2021","1,312.10","1,278.25","1,316.80","1,278.25","13.19M","3.96%"
"01/07/2021","1,262.15","1,296.00","1,297.65","1,255.50","10.95M","-1.56%"
"01/06/2021","1,282.10","1,300.00","1,302.00","1,268.05","7.16M","-0.90%"
"01/05/2021","1,293.80","1,282.00","1,299.00","1,275.05","8.15M","0.43%"
"01/04/2021","1,288.25","1,269.00","1,290.00","1,261.15","7.21M","2.21%"
"01/01/2021","1,260.45","1,257.90","1,265.50","1,255.80","4.25M","0.37%"
"12/31/2020","1,255.80","1,243.00","1,258.40","1,239.00","7.43M","0.72%"
"12/30/2020","1,246.80","1,253.00","1,253.30","1,238.15","5.19M","-0.28%"
"12/29/2020","1,250.30","1,235.00","1,254.45","1,235.00","6.88M","0.81%"
"12/28/2020","1,240.30","1,238.45","1,248.00","1,236.00","4.61M","0.34%"
"12/24/2020","1,236.05","1,249.90","1,249.90","1,226.00","7.31M","-1.36%"
"12/23/2020","1,253.05","1,238.00","1,258.85","1,230.55","15.88M","2.67%"
"12/22/2020","1,220.50","1,182.00","1,223.85","1,176.10","10.90M","3.67%"
"12/21/2020","1,177.30","1,188.00","1,209.75","1,152.05","10.86M","-1.05%"
"12/18/2020","1,189.80","1,182.85","1,195.00","1,175.60","16.00M","2.64%"
"12/17/2020","1,159.20","1,165.90","1,168.90","1,156.20","6.66M","-0.56%"
"12/16/2020","1,165.70","1,160.00","1,168.90","1,153.60","7.79M","0.96%"
"12/15/2020","1,154.60","1,156.00","1,163.70","1,152.00","6.91M","-0.85%"
"12/14/2020","1,164.55","1,169.40","1,172.60","1,148.20","6.73M","0.12%"
"12/11/2020","1,163.20","1,159.70","1,171.95","1,155.25","10.57M","-0.39%"
"12/10/2020","1,167.75","1,157.40","1,171.65","1,150.00","9.49M","-0.63%"
"12/09/2020","1,175.20","1,168.05","1,179.50","1,157.00","10.04M","1.89%"
"12/08/2020","1,153.35","1,145.00","1,167.00","1,145.00","12.31M","0.86%"
"12/07/2020","1,143.50","1,147.30","1,153.00","1,136.00","7.79M","0.78%"
"12/04/2020","1,134.65","1,125.00","1,137.00","1,115.00","10.56M","0.73%"
"12/03/2020","1,126.45","1,147.00","1,147.00","1,122.70","16.21M","-1.27%"
"12/02/2020","1,140.90","1,134.00","1,147.45","1,121.00","6.74M","0.27%"
"12/01/2020","1,137.85","1,105.05","1,140.25","1,105.05","8.93M","3.44%"
"11/27/2020","1,100.00","1,118.00","1,121.00","1,091.00","25.31M","-1.19%"
"11/26/2020","1,113.20","1,119.95","1,119.95","1,098.30","10.96M","-0.22%"
"11/25/2020","1,115.65","1,137.00","1,143.50","1,111.25","8.96M","-2.14%"
"11/24/2020","1,140.05","1,145.00","1,154.90","1,133.35","8.52M","0.02%"
"11/23/2020","1,139.85","1,105.00","1,144.80","1,101.95","10.55M","3.31%"
"11/20/2020","1,103.35","1,106.00","1,109.00","1,091.10","8.06M","0.60%"
"11/19/2020","1,096.75","1,100.00","1,114.70","1,093.80","10.09M","-1.24%"
"11/18/2020","1,110.55","1,128.50","1,132.70","1,101.45","9.84M","-1.17%"
"11/17/2020","1,123.70","1,144.75","1,145.00","1,112.65","12.81M","-0.04%"
"11/13/2020","1,124.20","1,120.00","1,133.00","1,117.00","6.36M","0.58%"
"11/12/2020","1,117.75","1,128.10","1,142.00","1,113.75","9.18M","-0.42%"
"11/11/2020","1,122.50","1,096.00","1,126.35","1,087.00","12.51M","2.88%"
"11/10/2020","1,091.05","1,113.85","1,113.85","1,078.00","15.62M","-4.00%"
"11/09/2020","1,136.55","1,129.30","1,146.00","1,121.15","10.16M","2.14%"
"11/06/2020","1,112.75","1,108.00","1,121.10","1,091.70","8.81M","0.79%"
"11/05/2020","1,104.00","1,109.90","1,123.00","1,099.00","9.57M","0.92%"
"11/04/2020","1,093.95","1,068.00","1,116.00","1,066.80","15.70M","2.96%"
"11/03/2020","1,062.55","1,072.00","1,079.40","1,057.50","7.20M","-0.91%"
"11/02/2020","1,072.30","1,065.00","1,079.95","1,051.10","7.18M","1.10%"
"10/30/2020","1,060.60","1,072.00","1,083.60","1,052.35","8.80M","-1.33%"
"10/29/2020","1,074.85","1,070.00","1,082.00","1,060.10","6.94M","-0.16%"
"10/28/2020","1,076.55","1,095.50","1,104.75","1,070.05","7.61M","-1.31%"
"10/27/2020","1,090.85","1,105.70","1,109.70","1,077.15","10.17M","-1.94%"
"10/26/2020","1,112.45","1,122.25","1,129.60","1,103.15","6.31M","-0.90%"
"10/23/2020","1,122.50","1,133.00","1,135.00","1,120.15","9.07M","-0.58%"
"10/22/2020","1,129.05","1,142.00","1,158.00","1,123.80","11.27M","-1.68%"
"10/21/2020","1,148.35","1,141.15","1,154.35","1,135.00","19.81M","0.95%"
"10/20/2020","1,137.50","1,118.90","1,144.70","1,110.00","10.45M","1.03%"
"10/19/2020","1,125.90","1,135.00","1,139.00","1,115.30","12.90M","-0.14%"
"10/16/2020","1,127.50","1,113.85","1,135.95","1,096.90","18.37M","1.74%"
"10/15/2020","1,108.25","1,180.00","1,186.00","1,092.50","44.29M","-2.53%"
"10/14/2020","1,137.00","1,162.00","1,164.90","1,131.10","16.65M","-1.80%"
"10/13/2020","1,157.80","1,135.55","1,166.05","1,135.55","17.52M","2.27%"
"10/12/2020","1,132.10","1,123.00","1,140.00","1,112.10","14.63M","2.29%"
"10/09/2020","1,106.80","1,095.10","1,113.30","1,088.45","10.57M","1.20%"
"10/08/2020","1,093.70","1,090.00","1,124.00","1,088.40","21.48M","2.55%"
"10/07/2020","1,066.55","1,044.90","1,072.00","1,035.50","9.28M","1.02%"
"10/06/2020","1,055.75","1,055.00","1,060.00","1,031.35","9.09M","0.67%"
"10/05/2020","1,048.70","1,018.05","1,054.90","1,018.05","14.21M","3.05%"
"10/01/2020","1,017.65","1,020.60","1,026.50","1,011.75","5.56M","0.93%"
"09/30/2020","1,008.25","1,009.00","1,023.95","1,005.00","8.05M","-0.07%"
"09/29/2020","1,009.00","1,018.00","1,028.00","1,004.10","8.71M","-0.14%"
"09/28/2020","1,010.40","1,014.80","1,016.15","998.50","8.55M","-0.10%"
"09/25/2020","1,011.45","975.80","1,014.90","975.00","13.31M","3.70%"
"09/24/2020","975.40","1,003.00","1,009.00","970.00","14.43M","-4.35%"
"09/23/2020","1,019.75","1,020.15","1,037.00","1,008.10","13.49M","1.22%"
"09/22/2020","1,007.50","1,009.00","1,022.50","991.20","12.63M","-0.24%"
"09/21/2020","1,009.90","1,001.00","1,031.00","1,000.50","14.14M","0.77%"
"09/18/2020","1,002.15","1,011.00","1,018.80","999.10","12.90M","-0.88%"
"09/17/2020","1,011.00","995.00","1,021.00","995.00","15.63M","0.92%"
"09/16/2020","1,001.75","986.00","1,005.65","982.00","10.06M","1.96%"
"09/15/2020","982.45","979.50","994.00","971.65","11.61M","0.41%"
"09/14/2020","978.40","957.00","991.05","948.30","21.87M","3.46%"
"09/11/2020","945.70","934.90","954.15","931.00","6.67M","0.60%"
"09/10/2020","940.05","935.30","942.00","924.80","5.17M","1.33%"
"09/09/2020","927.75","935.00","946.00","926.00","5.53M","-1.23%"
"09/08/2020","939.30","929.95","952.00","925.55","12.89M","1.54%"
"09/07/2020","925.05","918.90","927.55","913.05","6.70M","0.64%"
"09/04/2020","919.15","915.00","929.50","914.45","8.65M","-1.75%"
"09/03/2020","935.55","926.50","949.40","924.00","8.83M","1.25%"
"09/02/2020","924.00","915.00","926.40","913.50","5.68M","1.08%"
"09/01/2020","914.15","926.25","935.00","912.10","6.91M","-1.56%"
"08/31/2020","928.60","935.25","950.50","914.60","12.81M","-0.71%"
"08/28/2020","935.25","951.45","952.50","933.05","7.59M","-1.25%"
"08/27/2020","947.05","960.00","960.95","945.20","6.15M","-0.39%"
"08/26/2020","950.80","941.25","954.25","938.40","5.15M","1.35%"
"08/25/2020","938.10","947.50","948.65","933.60","6.23M","-0.98%"
"08/24/2020","947.40","947.00","952.00","939.20","5.80M","-0.15%"
"08/21/2020","948.80","963.05","963.45","946.55","6.51M","-0.66%"
"08/20/2020","955.15","958.90","965.50","951.30","5.66M","-0.43%"
"08/19/2020","959.30","970.90","971.55","957.45","6.62M","-0.85%"
"08/18/2020","967.55","963.90","969.20","958.70","6.14M","1.05%"
"08/17/2020","957.50","954.10","972.45","954.10","9.01M","0.41%"
"08/14/2020","953.60","955.85","963.00","952.05","4.66M","0.25%"
"08/13/2020","951.20","954.80","968.50","948.25","5.10M","-0.39%"
"08/12/2020","954.95","948.00","958.80","942.20","6.91M","0.69%"
"08/11/2020","948.45","949.90","962.00","946.10","6.80M","-0.30%"
"08/10/2020","951.35","948.90","956.80","945.30","5.72M","0.05%"
"08/07/2020","950.90","969.45","969.45","949.00","8.01M","-2.05%"
"08/06/2020","970.85","953.50","974.40","942.50","10.98M","2.77%"
"08/05/2020","944.70","952.00","960.95","938.30","9.62M","-0.54%"
"08/04/2020","949.85","960.45","970.70","940.55","11.13M","-0.74%"
"08/03/2020","956.90","960.00","965.40","947.45","8.48M","-0.94%"
"07/31/2020","966.00","969.25","986.45","953.30","12.70M","0.47%"
"07/30/2020","961.45","962.00","972.65","958.75","12.49M","0.77%"
"07/29/2020","954.15","953.25","960.00","943.60","11.15M","-0.90%"
"07/28/2020","962.85","946.00","967.55","941.20","15.82M","1.52%"
"07/27/2020","948.45","921.55","952.80","918.65","16.83M","2.77%"
"07/24/2020","922.85","903.25","925.75","903.25","18.21M","1.64%"
"07/23/2020","907.95","915.65","915.80","900.65","13.05M","-1.08%"
"07/22/2020","917.90","938.95","939.00","910.00","14.35M","-2.01%"
"07/21/2020","936.75","945.00","949.70","929.20","12.88M","0.26%"
"07/20/2020","934.30","908.50","945.00","906.75","18.42M","3.45%"
"07/17/2020","903.15","911.00","919.90","892.15","31.68M","-0.86%"
"07/16/2020","911.00","900.10","955.50","894.25","90.43M","9.63%"
"07/15/2020","830.95","799.00","848.45","794.80","30.06M","6.09%"
"07/14/2020","783.25","792.95","806.40","781.35","8.96M","-1.73%"
"07/13/2020","797.05","788.00","805.35","786.05","10.80M","1.94%"
"07/10/2020","781.85","773.50","789.90","773.50","5.21M","0.02%"
"07/09/2020","781.70","780.00","790.00","775.00","6.85M","0.90%"
"07/08/2020","774.70","784.90","784.90","772.20","8.48M","-2.45%"
"07/07/2020","794.15","769.40","796.95","765.55","19.36M","3.95%"
"07/06/2020","764.00","765.20","775.00","761.50","8.81M","0.17%"
"07/03/2020","762.70","755.00","764.00","752.50","7.80M","0.81%"
"07/02/2020","756.60","737.35","765.45","735.40","17.26M","3.37%"
"07/01/2020","731.90","737.25","742.30","729.75","5.48M","-0.55%"
"06/30/2020","735.95","732.80","738.95","724.25","10.41M","0.57%"
"06/29/2020","731.75","735.40","744.70","730.10","8.95M","-2.20%"
"06/26/2020","748.20","710.20","751.60","710.00","26.03M","6.81%"
"06/25/2020","700.50","704.85","705.60","693.50","14.95M","-1.91%"
"06/24/2020","714.15","716.90","726.80","709.40","10.22M","-0.90%"
"06/23/2020","720.65","695.70","724.50","692.10","12.16M","2.41%"
"06/22/2020","703.70","707.10","708.70","700.00","7.80M","-0.26%"
"06/19/2020","705.55","709.00","711.90","701.00","22.44M","-1.17%"
"06/18/2020","713.90","708.20","716.60","706.00","6.67M","1.46%"
"06/17/2020","703.65","699.90","710.30","698.00","7.29M","0.35%"
"06/16/2020","701.20","702.00","712.00","699.15","10.13M","1.99%"
"06/15/2020","687.55","693.00","704.40","685.25","7.86M","-0.65%"
"06/12/2020","692.05","675.80","695.15","675.50","9.80M","-1.69%"
"06/11/2020","703.95","712.00","713.40","700.25","8.83M","-1.66%"
"06/10/2020","715.85","715.00","719.45","709.20","7.26M","-0.24%"
"06/09/2020","717.60","720.00","729.60","715.05","10.08M","-0.45%"
"06/08/2020","720.85","707.65","725.80","704.00","10.72M","2.46%"
"06/05/2020","703.55","707.00","711.70","700.60","7.72M","-0.59%"
"06/04/2020","707.75","702.00","709.45","697.50","10.78M","0.88%"
"06/03/2020","701.55","710.70","711.90","696.00","11.38M","-0.93%"
"06/02/2020","708.10","700.50","711.65","697.55","7.06M","1.22%"
"06/01/2020","699.55","698.75","706.65","691.50","12.28M","1.24%"
"05/29/2020","691.00","692.50","700.80","674.95","28.29M","-2.32%"
"05/28/2020","707.40","707.00","710.00","690.00","9.44M","0.28%"
"05/27/2020","705.45","686.05","709.20","675.00","8.77M","3.66%"
"05/26/2020","680.55","693.00","699.45","679.00","7.10M","-1.70%"
"05/22/2020","692.35","675.00","695.85","673.50","11.87M","3.00%"
"05/21/2020","672.20","666.50","679.45","665.40","7.21M","0.40%"
